"id","nombre","tipos","es_legendario","es_mitico","capture_rate","hp","attack","defense","special_attack","special_defense","speed","height","weight","pokeapi_id","display_scale"
"686","inkay","dark,psychic","false","false","190","53","54","53","37","46","45","4","35","686","1.1"
"687","malamar","dark,psychic","false","false","80","86","92","88","68","75","73","15","470","687","1"
"688","binacle","rock,water","false","false","120","42","52","67","39","56","50","5","310","688","1.1"
"689","barbaracle","rock,water","false","false","45","72","105","115","54","86","68","13","960","689","1"
"690","skrelp","poison,water","false","false","225","50","60","60","60","60","30","5","73","690","1.1"
"691","dragalge","poison,dragon","false","false","55","65","75","90","97","123","44","18","815","691","0.9"
"692","clauncher","water","false","false","225","50","53","62","58","63","44","5","83","692","1.1"
"693","clawitzer","water","false","false","55","71","73","88","120","89","59","13","353","693","1"
"694","helioptile","electric,normal","false","false","190","44","38","33","61","43","70","5","60","694","1.1"
"695","heliolisk","electric,normal","false","false","75","62","55","52","109","94","109","10","210","695","1"
"696","tyrunt","rock,dragon","false","false","45","58","89","77","45","45","48","8","260","696","1"
"697","tyrantrum","rock,dragon","false","false","45","82","121","119","69","59","71","25","2700","697","0.9"
"698","amaura","rock,ice","false","false","45","77","59","50","67","63","46","13","252","698","1"
"699","aurorus","rock,ice","false","false","45","123","77","72","99","92","58","27","2250","699","0.8"
"700","sylveon","fairy","false","false","45","95","65","65","110","130","60","10","235","700","1"
"701","hawlucha","fighting,flying","false","false","100","78","92","75","74","63","118","8","215","701","1"
"702","dedenne","electric,fairy","false","false","180","67","58","57","81","67","101","2","22","702","1.2"
"703","carbink","rock,fairy","false","false","60","50","50","150","50","150","50","3","57","703","1.2"
"704","goomy","dragon","false","false","45","45","50","35","55","75","40","3","28","704","1.2"
"705","sliggoo","dragon","false","false","45","68","75","53","83","113","60","8","175","705","1"
"706","goodra","dragon","false","false","45","90","100","70","110","150","80","20","1505","706","0.9"
"707","klefki","steel,fairy","false","false","75","57","80","91","80","87","75","2","30","707","1.2"
"708","phantump","ghost,grass","false","false","120","43","70","48","50","60","38","4","70","708","1.1"
"709","trevenant","ghost,grass","false","false","60","85","110","76","65","82","56","15","710","709","1"
"710","pumpkaboo","ghost,grass","false","false","120","49","66","70","44","55","51","4","50","710","1.1"
"711","gourgeist","ghost,grass","false","false","60","65","90","122","58","75","84","9","125","711","1"
"712","bergmite","ice","false","false","190","55","69","85","32","35","28","10","995","712","1"
"713","avalugg","ice","false","false","55","95","117","184","44","46","28","20","5050","713","0.9"
"714","noibat","flying,dragon","false","false","190","40","30","35","45","40","55","5","80","714","1.1"
"715","noivern","flying,dragon","false","false","45","85","70","80","97","80","123","15","850","715","1"
"716","xerneas","fairy","true","false","45","126","131","95","131","98","99","30","2150","716","0.8"
"717","yveltal","dark,flying","true","false","45","126","131","95","131","98","99","58","2030","717","0.7"
"718","zygarde","dragon,ground","true","false","3","108","100","121","81","95","95","50","3050","718","0.8"
"719","diancie","rock,fairy","false","true","3","50","100","150","100","150","50","7","88","719","1.1"
"720","hoopa","psychic,ghost","false","true","3","80","110","60","150","130","70","5","90","720","1.1"
"721","volcanion","fire,water","false","true","3","80","110","120","130","90","70","17","1950","721","0.9"
"722","rowlet","grass,flying","false","false","45","68","55","55","50","50","42","3","15","722","1.2"
"723","dartrix","grass,flying","false","false","45","78","75","75","70","70","52","7","160","723","1.1"
"724","decidueye","grass,ghost","false","false","45","78","107","75","100","100","70","16","366","724","0.9"
"725","litten","fire","false","false","45","45","65","40","60","40","70","4","43","725","1.1"
"726","torracat","fire","false","false","45","65","85","50","80","50","90","7","250","726","1.1"
"727","incineroar","fire,dark","false","false","45","95","115","90","80","90","60","18","830","727","0.9"
"728","popplio","water","false","false","45","50","54","54","66","56","40","4","75","728","1.1"
"729","brionne","water","false","false","45","60","69","69","91","81","50","6","175","729","1.1"
"730","primarina","water,fairy","false","false","45","80","74","74","126","116","60","18","440","730","0.9"
"731","pikipek","normal,flying","false","false","255","35","75","30","30","30","65","3","12","731","1.2"
"732","trumbeak","normal,flying","false","false","120","55","85","50","40","50","75","6","148","732","1.1"
"733","toucannon","normal,flying","false","false","45","80","120","75","75","75","60","11","260","733","1"
"734","yungoos","normal","false","false","255","48","70","30","30","30","45","4","60","734","1.1"
"735","gumshoos","normal","false","false","127","88","110","60","55","60","45","7","142","735","1.1"
"736","grubbin","bug","false","false","255","47","62","45","55","45","46","4","44","736","1.1"
"737","charjabug","bug,electric","false","false","120","57","82","95","55","75","36","5","105","737","1.1"
"738","vikavolt","bug,electric","false","false","45","77","70","90","145","75","43","15","450","738","1"
"739","crabrawler","fighting","false","false","225","47","82","57","42","47","63","6","70","739","1.1"
"740","crabominable","fighting,ice","false","false","60","97","132","77","62","67","43","17","1800","740","0.9"
"741","oricorio","fire,flying","false","false","45","75","70","70","98","70","93","6","34","741","1.1"
"742","cutiefly","bug,fairy","false","false","190","40","45","40","55","40","84","1","2","742","1.2"
"743","ribombee","bug,fairy","false","false","75","60","55","60","95","70","124","2","5","743","1.2"
"744","rockruff","rock","false","false","190","45","65","40","30","40","60","5","92","744","1.1"
"745","lycanroc","rock","false","false","90","75","115","65","55","65","112","8","250","745","1"
"746","wishiwashi","water","false","false","60","45","20","20","25","25","40","2","3","746","1.2"
"747","mareanie","poison,water","false","false","190","50","53","62","43","52","45","4","80","747","1.1"
"748","toxapex","poison,water","false","false","75","50","63","152","53","142","35","7","145","748","1.1"
"749","mudbray","ground","false","false","190","70","100","70","45","55","45","10","1100","749","1"
"750","mudsdale","ground","false","false","60","100","125","100","55","85","35","25","9200","750","0.9"
"751","dewpider","water,bug","false","false","200","38","40","52","40","72","27","3","40","751","1.2"
"752","araquanid","water,bug","false","false","100","68","70","92","50","132","42","18","820","752","0.9"
"753","fomantis","grass","false","false","190","40","55","35","50","35","35","3","15","753","1.2"
"754","lurantis","grass","false","false","75","70","105","90","80","90","45","9","185","754","1"
"755","morelull","grass,fairy","false","false","190","40","35","55","65","75","15","2","15","755","1.2"
"756","shiinotic","grass,fairy","false","false","75","60","45","80","90","100","30","10","115","756","1"
"757","salandit","poison,fire","false","false","120","48","44","40","71","40","77","6","48","757","1.1"
"758","salazzle","poison,fire","false","false","45","68","64","60","111","60","117","12","222","758","1"
"759","stufful","normal,fighting","false","false","140","70","75","50","45","50","50","5","68","759","1.1"
"760","bewear","normal,fighting","false","false","70","120","125","80","55","60","60","21","1350","760","0.9"
"761","bounsweet","grass","false","false","235","42","30","38","30","38","32","3","32","761","1.2"
"762","steenee","grass","false","false","120","52","40","48","40","48","62","7","82","762","1.1"
"763","tsareena","grass","false","false","45","72","120","98","50","98","72","12","214","763","1"
"764","comfey","fairy","false","false","60","51","52","90","82","110","100","1","3","764","1.2"
"765","oranguru","normal,psychic","false","false","45","90","60","80","90","110","60","15","760","765","1"
"766","passimian","fighting","false","false","45","100","120","90","40","60","80","20","828","766","0.9"
"767","wimpod","bug,water","false","false","90","25","35","40","20","30","80","5","120","767","1.1"
"768","golisopod","bug,water","false","false","45","75","125","140","60","90","40","20","1080","768","0.9"
"769","sandygast","ghost,ground","false","false","140","55","55","80","70","45","15","5","700","769","1.1"
"770","palossand","ghost,ground","false","false","60","85","75","110","100","75","35","13","2500","770","1"
"771","pyukumuku","water","false","false","60","55","60","130","30","130","5","3","12","771","1.2"
"772","type-null","normal","true","false","3","95","95","95","95","95","59","19","1205","772","0.9"
"773","silvally","normal","false","true","3","95","95","95","95","95","95","23","1005","773","0.9"
"774","minior","rock,flying","false","false","30","60","60","100","60","100","60","3","400","774","1.2"
"775","komala","normal","false","false","45","65","115","65","75","95","65","4","199","775","1.1"
"776","turtonator","fire,dragon","false","false","70","60","78","135","91","85","36","20","2120","776","0.9"
"777","togedemaru","electric,steel","false","false","180","65","98","63","40","73","96","3","33","777","1.2"
"778","mimikyu","ghost,fairy","false","false","45","55","90","80","50","105","96","2","7","778","1.2"
"779","bruxish","water,psychic","false","false","80","68","105","70","70","70","92","9","190","779","1"
"780","drampa","normal,dragon","false","false","70","78","60","85","135","91","36","30","1850","780","0.8"
"781","dhelmise","ghost,grass","false","false","25","70","131","100","86","90","40","39","2100","781","0.8"
"782","jangmo-o","dragon","false","false","45","45","55","65","45","45","45","6","297","782","1.1"
"783","hakamo-o","dragon,fighting","false","false","45","55","75","90","65","70","65","12","470","783","1"
"784","kommo-o","dragon,fighting","false","false","45","75","110","125","100","105","85","16","782","784","0.9"
"785","tapu-koko","electric,fairy","true","false","3","70","115","85","95","75","130","18","205","785","0.9"
"786","tapu-lele","psychic,fairy","true","false","3","70","85","75","130","115","95","12","186","786","1"
"787","tapu-bulu","grass,fairy","true","false","3","70","130","115","85","95","75","19","455","787","0.9"
"788","tapu-fini","water,fairy","true","false","3","70","75","115","95","130","85","13","212","788","1"
"789","cosmog","psychic","true","false","45","43","29","31","29","31","37","2","1","789","1.2"
"790","cosmoem","psychic","true","false","45","43","29","131","29","131","37","1","9999","790","1.2"
"791","solgaleo","psychic,steel","true","false","45","137","137","107","113","89","97","34","2300","791","0.8"
"792","lunala","psychic,ghost","true","false","45","137","113","89","137","107","97","40","1200","792","0.8"
"793","nihilego","rock,poison","true","false","45","109","53","47","127","131","103","12","555","793","1"
"794","buzzwole","bug,fighting","true","false","45","107","139","139","53","53","79","24","3336","794","0.9"
"795","pheromosa","bug,fighting","true","false","45","71","137","37","137","37","151","18","250","795","0.9"
"796","xurkitree","electric","true","false","45","83","89","71","173","71","83","38","1000","796","0.8"
"797","celesteela","steel,flying","true","false","45","97","101","103","107","101","61","92","9999","797","0.7"
"798","kartana","grass,steel","true","false","45","59","181","131","59","31","109","3","1","798","1.2"
"799","guzzlord","dark,dragon","true","false","45","223","101","53","97","53","43","55","8880","799","0.7"
"800","necrozma","psychic","true","false","255","97","107","101","127","89","79","24","2300","800","0.9"
"801","magearna","steel,fairy","false","true","3","80","95","115","130","115","65","10","805","801","1"
"802","marshadow","fighting,ghost","false","true","3","90","125","80","90","90","125","7","222","802","1.1"
"803","poipole","poison","true","false","45","67","73","67","73","67","73","6","18","803","1.1"
"804","naganadel","poison,dragon","true","false","45","73","73","73","127","73","121","36","1500","804","0.8"
"805","stakataka","rock,steel","true","false","30","61","131","211","53","101","13","55","8200","805","0.7"
"806","blacephalon","fire,ghost","true","false","30","53","127","53","151","79","107","18","130","806","0.9"
"807","zeraora","electric","false","true","3","88","112","75","102","80","143","15","445","807","1"
"808","meltan","steel","false","true","3","46","65","65","55","35","34","2","80","808","1.2"
"809","melmetal","steel","false","true","3","135","143","143","80","65","34","25","8000","809","0.9"
"810","grookey","grass","false","false","45","50","65","50","40","40","65","3","50","810","1.2"
"811","thwackey","grass","false","false","45","70","85","70","55","60","80","7","140","811","1.1"
"812","rillaboom","grass","false","false","45","100","125","90","60","70","85","21","900","812","0.9"
"813","scorbunny","fire","false","false","45","50","71","40","40","40","69","3","45","813","1.2"
"814","raboot","fire","false","false","45","65","86","60","55","60","94","6","90","814","1.1"
"815","cinderace","fire","false","false","45","80","116","75","65","75","119","14","330","815","1"
"816","sobble","water","false","false","45","50","40","40","70","40","70","3","40","816","1.2"
"817","drizzile","water","false","false","45","65","60","55","95","55","90","7","115","817","1.1"
"818","inteleon","water","false","false","45","70","85","65","125","65","120","19","452","818","0.9"
"819","skwovet","normal","false","false","255","70","55","55","35","35","25","3","25","819","1.2"
"820","greedent","normal","false","false","90","120","95","95","55","75","20","6","60","820","1.1"
"821","rookidee","flying","false","false","255","38","47","35","33","35","57","2","18","821","1.2"
"822","corvisquire","flying","false","false","120","68","67","55","43","55","77","8","160","822","1"
"823","corviknight","flying,steel","false","false","45","98","87","105","53","85","67","22","750","823","0.9"
"824","blipbug","bug","false","false","255","25","20","20","25","45","45","4","80","824","1.1"
"825","dottler","bug,psychic","false","false","120","50","35","80","50","90","30","4","195","825","1.1"
"826","orbeetle","bug,psychic","false","false","45","60","45","110","80","120","90","4","408","826","1.1"
"827","nickit","dark","false","false","255","40","28","28","47","52","50","6","89","827","1.1"
"828","thievul","dark","false","false","127","70","58","58","87","92","90","12","199","828","1"
"829","gossifleur","grass","false","false","190","40","40","60","40","60","10","4","22","829","1.1"
"830","eldegoss","grass","false","false","75","60","50","90","80","120","60","5","25","830","1.1"
"831","wooloo","normal","false","false","255","42","40","55","40","45","48","6","60","831","1.1"
"832","dubwool","normal","false","false","127","72","80","100","60","90","88","13","430","832","1"
"833","chewtle","water","false","false","255","50","64","50","38","38","44","3","85","833","1.2"
"834","drednaw","water,rock","false","false","75","90","115","90","48","68","74","10","1155","834","1"
"835","yamper","electric","false","false","255","59","45","50","40","50","26","3","135","835","1.2"
"836","boltund","electric","false","false","45","69","90","60","90","60","121","10","340","836","1"
"837","rolycoly","rock","false","false","255","30","40","50","40","50","30","3","120","837","1.2"
"838","carkol","rock,fire","false","false","120","80","60","90","60","70","50","11","780","838","1"
"839","coalossal","rock,fire","false","false","45","110","80","120","80","90","30","28","3105","839","0.8"
"840","applin","grass,dragon","false","false","255","40","40","80","40","40","20","2","5","840","1.2"
"841","flapple","grass,dragon","false","false","45","70","110","80","95","60","70","3","10","841","1.2"
"842","appletun","grass,dragon","false","false","45","110","85","80","100","80","30","4","130","842","1.1"
"843","silicobra","ground","false","false","255","52","57","75","35","50","46","22","76","843","0.9"
"844","sandaconda","ground","false","false","120","72","107","125","65","70","71","38","655","844","0.8"
"845","cramorant","flying,water","false","false","45","70","85","55","85","95","85","8","180","845","1"
"846","arrokuda","water","false","false","255","41","63","40","40","30","66","5","10","846","1.1"
"847","barraskewda","water","false","false","60","61","123","60","60","50","136","13","300","847","1"
"848","toxel","electric,poison","false","false","75","40","38","35","54","35","40","4","110","848","1.1"
"849","toxtricity","electric,poison","false","false","45","75","98","70","114","70","75","16","400","849","0.9"
"850","sizzlipede","fire,bug","false","false","190","50","65","45","50","50","45","7","10","850","1.1"
"851","centiskorch","fire,bug","false","false","75","100","115","65","90","90","65","30","1200","851","0.8"
"852","clobbopus","fighting","false","false","180","50","68","60","50","50","32","6","40","852","1.1"
"853","grapploct","fighting","false","false","45","80","118","90","70","80","42","16","390","853","0.9"
"854","sinistea","ghost","false","false","120","40","45","45","74","54","50","1","2","854","1.2"
"855","polteageist","ghost","false","false","60","60","65","65","134","114","70","2","4","855","1.2"
"856","hatenna","psychic","false","false","235","42","30","45","56","53","39","4","34","856","1.1"
"857","hattrem","psychic","false","false","120","57","40","65","86","73","49","6","48","857","1.1"
"858","hatterene","psychic,fairy","false","false","45","57","90","95","136","103","29","21","51","858","0.9"
"859","impidimp","dark,fairy","false","false","255","45","45","30","55","40","50","4","55","859","1.1"
"860","morgrem","dark,fairy","false","false","120","65","60","45","75","55","70","8","125","860","1"
"861","grimmsnarl","dark,fairy","false","false","45","95","120","65","95","75","60","15","610","861","1"
"862","obstagoon","dark,normal","false","false","45","93","90","101","60","81","95","16","460","862","0.9"
"863","perrserker","steel","false","false","90","70","110","100","50","60","50","8","280","863","1"
"864","cursola","ghost","false","false","30","60","95","50","145","130","30","10","4","864","1"
"865","sirfetchd","fighting","false","false","45","62","135","95","68","82","65","8","1170","865","1"
"866","mr-rime","ice,psychic","false","false","45","80","85","75","110","100","70","15","582","866","1"
"867","runerigus","ground,ghost","false","false","90","58","95","145","50","105","30","16","666","867","0.9"
"868","milcery","fairy","false","false","200","45","40","40","50","61","34","2","3","868","1.2"
"869","alcremie","fairy","false","false","100","65","60","75","110","121","64","3","5","869","1.2"
"870","falinks","fighting","false","false","45","65","100","100","70","60","75","30","620","870","0.8"
"871","pincurchin","electric","false","false","75","48","101","95","91","85","15","3","10","871","1.2"
"872","snom","ice,bug","false","false","190","30","25","35","45","30","20","3","38","872","1.2"
"873","frosmoth","ice,bug","false","false","75","70","65","60","125","90","65","13","420","873","1"
"874","stonjourner","rock","false","false","60","100","125","135","20","20","70","25","5200","874","0.9"
"875","eiscue","ice","false","false","60","75","80","110","65","90","50","14","890","875","1"
"876","indeedee","psychic,normal","false","false","30","60","65","55","105","95","95","9","280","876","1"
"877","morpeko","electric,dark","false","false","180","58","95","58","70","58","97","3","30","877","1.2"
"878","cufant","steel","false","false","190","72","80","49","40","49","40","12","1000","878","1"
"879","copperajah","steel","false","false","90","122","130","69","80","69","30","30","6500","879","0.8"
"880","dracozolt","electric,dragon","false","false","45","90","100","90","80","70","75","18","1900","880","0.9"
"881","arctozolt","electric,ice","false","false","45","90","100","90","90","80","55","23","1500","881","0.9"
"882","dracovish","water,dragon","false","false","45","90","90","100","70","80","75","23","2150","882","0.9"
"883","arctovish","water,ice","false","false","45","90","90","100","80","90","55","20","1750","883","0.9"
"884","duraludon","steel,dragon","false","false","45","70","95","115","120","50","85","18","400","884","0.9"
"885","dreepy","dragon,ghost","false","false","45","28","60","30","40","30","82","5","20","885","1.1"
"886","drakloak","dragon,ghost","false","false","45","68","80","50","60","50","102","14","110","886","1"
"887","dragapult","dragon,ghost","false","false","45","88","120","75","100","75","142","30","500","887","0.8"
"888","zacian","fairy","true","false","10","92","120","115","80","115","138","28","1100","888","0.8"
"889","zamazenta","fighting","true","false","10","92","120","115","80","115","138","29","2100","889","0.8"
"890","eternatus","poison,dragon","true","false","255","140","85","95","145","95","130","200","9500","890","0.7"
"891","kubfu","fighting","true","false","3","60","90","60","53","50","72","6","120","891","1.1"
"892","urshifu","fighting,dark","false","true","3","100","130","100","63","60","97","19","1050","892","0.9"
"893","zarude","dark,grass","false","true","3","105","120","105","70","95","105","18","700","893","0.9"
"894","regieleki","electric","true","false","3","80","100","50","100","50","200","12","1450","894","1"
"895","regidrago","dragon","true","false","3","200","100","50","100","50","80","21","2000","895","0.9"
"896","glastrier","ice","true","false","3","100","145","130","65","110","30","22","8000","896","0.9"
"897","spectrier","ghost","true","false","3","100","65","60","145","80","130","20","445","897","0.9"
"898","calyrex","psychic,grass","true","false","3","100","80","80","80","80","80","11","77","898","1"
"899","wyrdeer","normal,psychic","false","false","135","103","105","72","105","75","65","18","951","899","0.9"
"900","kleavor","bug,rock","false","false","115","70","135","95","45","70","85","18","890","900","0.9"
"901","ursaluna","ground,normal","false","false","75","130","140","105","45","80","50","24","2900","901","0.9"
"902","basculegion","water,ghost","false","false","135","120","112","65","80","75","78","30","1100","902","0.8"
"903","sneasler","fighting,poison","false","false","135","80","130","60","40","80","120","13","430","903","1"
"904","overqwil","dark,poison","false","false","135","85","115","95","65","65","85","25","605","904","0.9"
"905","enamorus","fairy,flying","true","false","3","74","115","70","135","80","106","16","480","905","0.9"
"906","sprigatito","grass","false","false","45","40","61","54","45","45","65","4","41","906","1.1"
"907","floragato","grass","false","false","45","61","80","63","60","63","83","9","122","907","1"
"908","meowscarada","grass,dark","false","false","45","76","110","70","81","70","123","15","312","908","1"
"909","fuecoco","fire","false","false","45","67","45","59","63","40","36","4","98","909","1.1"
"910","crocalor","fire","false","false","45","81","55","78","90","58","49","10","307","910","1"
"911","skeledirge","fire,ghost","false","false","45","104","75","100","110","75","66","16","3265","911","0.9"
"912","quaxly","water","false","false","45","55","65","45","50","45","50","5","61","912","1.1"
"913","quaxwell","water","false","false","45","70","85","65","65","60","65","12","215","913","1"
"914","quaquaval","water,fighting","false","false","45","85","120","80","85","75","85","18","619","914","0.9"
"915","lechonk","normal","false","false","255","54","45","40","35","45","35","5","102","915","1.1"
"916","oinkologne","normal","false","false","100","110","100","75","59","80","65","10","1200","916","1"
"917","tarountula","bug","false","false","255","35","41","45","29","40","20","3","40","917","1.2"
"918","spidops","bug","false","false","120","60","79","92","52","86","35","10","165","918","1"
"919","nymble","bug","false","false","190","33","46","40","21","25","45","2","10","919","1.2"
"920","lokix","bug,dark","false","false","30","71","102","78","52","55","92","10","175","920","1"
"921","pawmi","electric","false","false","190","45","50","20","40","25","60","3","25","921","1.2"
"922","pawmo","electric,fighting","false","false","80","60","75","40","50","40","85","4","65","922","1.1"
"923","pawmot","electric,fighting","false","false","45","70","115","70","70","60","105","9","410","923","1"
"924","tandemaus","normal","false","false","150","50","50","45","40","45","75","3","18","924","1.2"
"925","maushold","normal","false","false","75","74","75","70","65","75","111","3","28","925","1.2"
"926","fidough","fairy","false","false","190","37","55","70","30","55","65","3","109","926","1.2"
"927","dachsbun","fairy","false","false","90","57","80","115","50","80","95","5","149","927","1.1"
"928","smoliv","grass,normal","false","false","255","41","35","45","58","51","30","3","65","928","1.2"
"929","dolliv","grass,normal","false","false","120","52","53","60","78","78","33","6","119","929","1.1"
"930","arboliva","grass,normal","false","false","45","78","69","90","125","109","39","14","482","930","1"
"931","squawkabilly","normal,flying","false","false","190","82","96","51","45","51","92","6","24","931","1.1"
"932","nacli","rock","false","false","255","55","55","75","35","35","25","4","160","932","1.1"
"933","naclstack","rock","false","false","120","60","60","100","35","65","35","6","1050","933","1.1"
"934","garganacl","rock","false","false","45","100","100","130","45","90","35","23","2400","934","0.9"
"935","charcadet","fire","false","false","90","40","50","40","50","40","35","6","105","935","1.1"
"936","armarouge","fire,psychic","false","false","25","85","60","100","125","80","75","15","850","936","1"
"937","ceruledge","fire,ghost","false","false","25","75","125","80","60","100","85","16","620","937","0.9"
"938","tadbulb","electric","false","false","190","61","31","41","59","35","45","3","4","938","1.2"
"939","bellibolt","electric","false","false","50","109","64","91","103","83","45","12","1130","939","1"
"940","wattrel","electric,flying","false","false","180","40","40","35","55","40","70","4","36","940","1.1"
"941","kilowattrel","electric,flying","false","false","90","70","70","60","105","60","125","14","386","941","1"
"942","maschiff","dark","false","false","150","60","78","60","40","51","51","5","160","942","1.1"
"943","mabosstiff","dark","false","false","75","80","120","90","60","70","85","11","610","943","1"
"944","shroodle","poison,normal","false","false","190","40","65","35","40","35","75","2","7","944","1.2"
"945","grafaiai","poison,normal","false","false","90","63","95","65","80","72","110","7","272","945","1.1"
"946","bramblin","grass,ghost","false","false","190","40","65","30","45","35","60","6","6","946","1.1"
"947","brambleghast","grass,ghost","false","false","45","55","115","70","80","70","90","12","60","947","1"
"948","toedscool","ground,grass","false","false","190","40","40","35","50","100","70","9","330","948","1"
"949","toedscruel","ground,grass","false","false","90","80","70","65","80","120","100","19","580","949","0.9"
"950","klawf","rock","false","false","120","70","100","115","35","55","75","13","790","950","1"
"951","capsakid","grass","false","false","190","50","62","40","62","40","50","3","30","951","1.2"
"952","scovillain","grass,fire","false","false","75","65","108","65","108","65","75","9","150","952","1"
"953","rellor","bug","false","false","190","41","50","60","31","58","30","2","10","953","1.2"
"954","rabsca","bug,psychic","false","false","45","75","50","85","115","100","45","3","35","954","1.2"
"955","flittle","psychic","false","false","120","30","35","30","55","30","75","2","15","955","1.2"
"956","espathra","psychic","false","false","60","95","60","60","101","60","105","19","900","956","0.9"
"957","tinkatink","fairy,steel","false","false","190","50","45","45","35","64","58","4","89","957","1.1"
"958","tinkatuff","fairy,steel","false","false","90","65","55","55","45","82","78","7","591","958","1.1"
"959","tinkaton","fairy,steel","false","false","45","85","75","77","70","105","94","7","1128","959","1.1"
"960","wiglett","water","false","false","255","10","55","25","35","25","95","12","18","960","1"
"961","wugtrio","water","false","false","50","35","100","50","50","70","120","12","54","961","1"
"962","bombirdier","flying,dark","false","false","25","70","103","85","60","85","82","15","429","962","1"
"963","finizen","water","false","false","200","70","45","40","45","40","75","13","602","963","1"
"964","palafin","water","false","false","45","100","70","72","53","62","100","13","602","964","1"
"965","varoom","steel,poison","false","false","190","45","70","63","30","45","47","10","350","965","1"
"966","revavroom","steel,poison","false","false","75","80","119","90","54","67","90","18","1200","966","0.9"
"967","cyclizar","dragon,normal","false","false","190","70","95","65","85","65","121","16","630","967","0.9"
"968","orthworm","steel","false","false","25","70","85","145","60","55","65","25","3100","968","0.9"
"969","glimmet","rock,poison","false","false","70","48","35","42","105","60","60","7","80","969","1.1"
"970","glimmora","rock,poison","false","false","25","83","55","90","130","81","86","15","450","970","1"
"971","greavard","ghost","false","false","120","50","61","60","30","55","34","6","350","971","1.1"
"972","houndstone","ghost","false","false","60","72","101","100","50","97","68","20","150","972","0.9"
"973","flamigo","flying,fighting","false","false","100","82","115","74","75","64","90","16","370","973","0.9"
"974","cetoddle","ice","false","false","150","108","68","45","30","40","43","12","450","974","1"
"975","cetitan","ice","false","false","50","170","113","65","45","55","73","45","7000","975","0.8"
"976","veluza","water,psychic","false","false","100","90","102","73","78","65","70","25","900","976","0.9"
"977","dondozo","water","false","false","25","150","100","115","65","65","35","120","2200","977","0.7"
"978","tatsugiri","dragon,water","false","false","100","68","50","60","120","95","82","3","80","978","1.2"
"979","annihilape","fighting,ghost","false","false","45","110","115","80","50","90","90","12","560","979","1"
"980","clodsire","poison,ground","false","false","90","130","75","60","45","100","20","18","2230","980","0.9"
"981","farigiraf","normal,psychic","false","false","45","120","90","70","110","70","60","32","1600","981","0.8"
"982","dudunsparce","normal","false","false","45","125","100","80","85","75","55","36","392","982","0.8"
"983","kingambit","dark,steel","false","false","25","100","135","120","60","85","50","20","1200","983","0.9"
"984","great-tusk","ground,fighting","false","false","30","115","131","131","53","53","87","22","3200","984","0.9"
"985","scream-tail","fairy,psychic","false","false","50","115","65","99","65","115","111","12","80","985","1"
"986","brute-bonnet","grass,dark","false","false","50","111","127","99","79","99","55","12","210","986","1"
"987","flutter-mane","ghost,fairy","false","false","30","55","55","55","135","135","135","14","40","987","1"
"988","slither-wing","bug,fighting","false","false","30","85","135","79","85","105","81","32","920","988","0.8"
"989","sandy-shocks","electric,ground","false","false","30","85","81","97","121","85","101","23","600","989","0.9"
"990","iron-treads","ground,steel","false","false","30","90","112","120","72","70","106","9","2400","990","1"
"991","iron-bundle","ice,water","false","false","50","56","80","114","124","60","136","6","110","991","1.1"
"992","iron-hands","fighting,electric","false","false","50","154","140","108","50","68","50","18","3807","992","0.9"
"993","iron-jugulis","dark,flying","false","false","30","94","80","86","122","80","108","13","1110","993","1"
"994","iron-moth","fire,poison","false","false","30","80","70","60","140","110","110","12","360","994","1"
"995","iron-thorns","rock,electric","false","false","30","100","134","110","70","84","72","16","3030","995","0.9"
"996","frigibax","dragon,ice","false","false","45","65","75","45","35","45","55","5","170","996","1.1"
"997","arctibax","dragon,ice","false","false","25","90","95","66","45","65","62","8","300","997","1"
"998","baxcalibur","dragon,ice","false","false","10","115","145","92","75","86","87","21","2100","998","0.9"
"999","gimmighoul","ghost","false","false","45","45","30","70","75","70","10","3","50","999","1.2"
"1000","gholdengo","steel,ghost","false","false","45","87","60","95","133","91","84","12","300","1000","1"
"1001","wo-chien","dark,grass","true","false","6","85","85","100","95","135","70","15","742","1001","1"
"1002","chien-pao","dark,ice","true","false","6","80","120","80","90","65","135","19","1522","1002","0.9"
"1003","ting-lu","dark,ground","true","false","6","155","110","125","55","80","45","27","6997","1003","0.8"
"1004","chi-yu","dark,fire","true","false","6","55","80","80","135","120","100","4","49","1004","1.1"
"1005","roaring-moon","dragon,dark","false","false","10","105","139","71","55","101","119","20","3800","1005","0.9"
"1006","iron-valiant","fairy,fighting","false","false","10","74","130","90","120","60","116","14","350","1006","1"
"1007","koraidon","fighting,dragon","true","false","3","100","135","115","85","100","135","25","3030","1007","0.9"
"1008","miraidon","electric,dragon","true","false","3","100","85","100","135","115","135","35","2400","1008","0.8"
"1009","walking-wake","water,dragon","true","false","5","99","83","91","125","83","109","35","2800","1009","0.8"
"1010","iron-leaves","grass,psychic","true","false","5","90","130","88","70","108","104","15","1250","1010","1"
"1011","dipplin","grass,dragon","false","false","45","80","80","110","95","80","40","4","97","1011","1.1"
"1012","poltchageist","grass,ghost","false","false","120","40","45","45","74","54","50","1","11","1012","1.2"
"1013","sinistcha","grass,ghost","false","false","60","71","60","106","121","80","70","2","22","1013","1.2"
"1014","okidogi","poison,fighting","true","false","3","88","128","115","58","86","80","18","922","1014","0.9"
"1015","munkidori","poison,psychic","true","false","3","88","75","66","130","90","106","10","122","1015","1"
